name,wer,wer_n,cer,cer_n,transcription,prediction
p363_032,0.0,0.0,4.761904761904762,4.651162790697675,"If that is the case, it is a breakthrough."," if that is the case, it is a breakthrough"
p363_033,0.0,0.0,8.0,7.6923076923076925,He gave no other details., he gave no other details
p363_034,16.666666666666664,16.666666666666664,12.5,12.121212121212121,It's not an improvement for him.,its not an improvement for him
p363_035,0.0,0.0,8.333333333333332,8.0,I think it is wide open., i think it is wide open
p363_036,0.0,0.0,5.88235294117647,5.714285714285714,It certainly is cause for concern., it certainly is cause for concern
p363_037,20.0,20.0,18.181818181818183,17.391304347826086,It's on with a roller.,its on with a roller
p363_038,33.33333333333333,28.57142857142857,20.588235294117645,17.94871794871795,"The captaincy will help that, too."," the captain sea will help that, too"
p363_039,12.5,12.5,8.16326530612245,8.0,That's probably the hard bit about being dropped., thats probably the hard bit about being dropped
p363_040,28.57142857142857,25.0,24.242424242424242,21.052631578947366,I think we're a long way forward., i think we are a long way forward
p363_041,0.0,0.0,8.0,7.6923076923076925,The impact was immediate., the impact was immediate
p363_042,12.5,12.5,9.75609756097561,9.523809523809524,There is a new confidence about the club., there is a no confidence about the club
p363_043,0.0,0.0,12.5,11.76470588235294,His film is not.,his film is not
p363_044,0.0,0.0,6.0606060606060606,5.88235294117647,It is the strength of the school., it is the strength of the school
p363_045,0.0,0.0,5.263157894736842,5.128205128205128,"In my experience, he does not do that."," in my experience, he does not do that"
p363_046,0.0,0.0,11.11111111111111,10.526315789473683,That is good news., that is good news
p363_047,0.0,0.0,2.7027027027027026,2.631578947368421,This has come as a shock to everyone., This has come as a shock to everyone
p363_048,0.0,0.0,7.4074074074074066,7.142857142857142,He will never be forgotten., he will never be forgotten
p363_049,0.0,0.0,5.263157894736842,5.128205128205128,I was not overly concerned about this., i was not overly concerned about this
p363_050,0.0,0.0,2.7777777777777777,2.7027027027027026,He was very grateful for his health., He was very grateful for his health
p363_051,0.0,0.0,8.0,7.6923076923076925,The nation has his music., the nation has his music
p363_052,0.0,0.0,6.451612903225806,6.25,But real life is not like that., but real life is not like that
p363_053,25.0,25.0,40.0,37.5,So now we know., so now we no
p363_054,0.0,0.0,5.128205128205128,5.0,That is why this action has been taken., that is why this action has been taken
p363_055,0.0,0.0,0.0,0.0,Who will pay for this?, Who will pay for this?
p363_056,37.5,37.5,16.27906976744186,15.555555555555555,The defender should have won the bloody ba., the defender should have one the bloodie bar
p363_057,0.0,0.0,4.081632653061225,4.0,There has been a reduction in cleaning standards., there has been a reduction in cleaning standards
p363_058,0.0,0.0,3.125,3.0303030303030303,We were upset about the referee., We were upset about the referee
p363_059,0.0,0.0,9.090909090909092,8.695652173913043,That is our objective., that is our objective
p363_060,33.33333333333333,33.33333333333333,10.526315789473683,10.0,What's the problem?, Whats the problem?
p363_061,0.0,0.0,12.5,11.76470588235294,He is not alone., he is not alone
p363_062,0.0,0.0,8.333333333333332,8.0,He did that last Sunday., he did that last Sunday
p363_063,20.0,20.0,14.285714285714285,13.793103448275861,There wasn't anything in it.,there wasnt anything in it
p363_064,0.0,0.0,5.88235294117647,5.714285714285714,The club is afflicted by injuries., the club is afflicted by injuries
p363_065,0.0,0.0,3.9215686274509802,3.8461538461538463,Sentencing is also being considered in that review., sentencing is also being considered in that review
p363_066,25.0,25.0,15.0,13.636363636363635,Lovely day isn't it?," Lovely day, isnt it?"
p363_067,14.285714285714285,14.285714285714285,14.705882352941178,14.285714285714285,It was far from business as usual., it is far from business as usual
p363_068,0.0,0.0,7.5,7.142857142857142,Thereafter they were allowed to proceed.," thereafter, they were allowed to proceed"
p363_069,0.0,0.0,9.523809523809524,9.090909090909092,The show is not over., the show is not over
p363_070,0.0,0.0,11.538461538461538,11.11111111111111,Saddam Hussein is a devil., saddam hussein is a devil
p363_071,0.0,0.0,8.0,7.6923076923076925,This is a judgment issue., this is a judgment issue
p363_072,28.57142857142857,28.57142857142857,17.94871794871795,17.073170731707318,Thirty people have applied for his job!, Thirty people have replied for this job
p363_073,20.0,20.0,12.5,12.0,It was just an accident., He was just an accident
p363_074,0.0,0.0,2.7777777777777777,2.7027027027027026,We are not commenting at the moment., We are not commenting at the moment
p363_075,0.0,0.0,5.263157894736842,5.0,Today we must not repeat that mistake.," Today, we must not repeat that mistake"
p363_076,12.5,12.5,7.4074074074074066,7.2727272727272725,Somebody should have noticed that something was wrong., Somebody should have noticed that something is wrong
p363_077,0.0,0.0,8.333333333333332,8.0,He is slightly confused., he is slightly confused
p363_078,0.0,0.0,3.0303030303030303,2.941176470588235,We did not deserve to go through., We did not deserve to go through
p363_079,0.0,0.0,7.142857142857142,6.896551724137931,The course has helped a lot., the course has helped a lot
p363_080,10.0,11.11111111111111,9.803921568627452,9.615384615384617,"All the time, that number was coming down and down."," all the time, that number is coming down and down"
p363_081,0.0,0.0,9.523809523809524,9.090909090909092,There is room for me., there is room for me
p363_082,0.0,0.0,6.666666666666667,6.451612903225806,That can only be a good thing., that can only be a good thing
p363_083,0.0,0.0,5.405405405405405,5.263157894736842,I have never seen anything like this., i have never seen anything like this
p363_084,0.0,0.0,2.7777777777777777,2.7027027027027026,They are difficult awards to decide., They are difficult awards to decide
p363_085,0.0,0.0,8.333333333333332,8.0,It was that kind of war., it was that kind of war
p363_086,0.0,0.0,9.090909090909092,8.695652173913043,That is my preference., that is my preference
p363_087,0.0,0.0,10.81081081081081,10.526315789473683,"He later told The Herald, It is true."," He later told the herald, it is true"
p363_088,0.0,0.0,5.88235294117647,5.714285714285714,It has come a long way since then., it has come a long way since then
p363_089,0.0,0.0,5.263157894736842,5.128205128205128,It was decided he should be dismissed., it was decided he should be dismissed
p363_090,0.0,0.0,6.896551724137931,6.666666666666667,But someone has got to do it., but someone has got to do it
p363_091,0.0,0.0,4.761904761904762,4.545454545454546,We have not given up., We have not given up
p363_092,12.5,12.5,11.904761904761903,11.627906976744185,It was the turning point of the afternoon., it is the turning point of the afternoon
p363_093,12.5,12.5,9.30232558139535,9.090909090909092,I'd never be satisfied with just the relay.,id never be satisfied with just the relay
p363_094,0.0,0.0,0.0,0.0,What has happened?, What has happened?
p363_095,0.0,0.0,4.081632653061225,4.0,"If they are not, the commission will take action."," if they are not, the commission will take action"
p363_096,0.0,0.0,0.0,0.0,Where will the money come from?, Where will the money come from?
p363_097,0.0,0.0,8.0,7.6923076923076925,She is still very poorly., she is still very poorly
p363_098,0.0,0.0,12.5,11.76470588235294,It was good fun., it was good fun
p363_099,0.0,0.0,9.090909090909092,8.695652173913043,This is a great shame., this is a great shame
p363_100,0.0,0.0,2.5,2.4390243902439024,We talk about effective military action., We talk about effective military action
p363_101,25.0,25.0,26.666666666666668,25.0,I can't get it., i cant get it
p363_102,0.0,0.0,7.6923076923076925,7.4074074074074066,It was entirely justified., it was entirely justified
p363_103,0.0,0.0,6.0606060606060606,5.88235294117647,He demanded to speak to the boss., he demanded to speak to the boss
p363_104,25.0,25.0,15.384615384615385,14.814814814814813,It's somewhere in between.,its somewhere in between
p363_105,14.285714285714285,14.285714285714285,14.705882352941178,14.285714285714285,The play was to go straight ahead., the play is to go straight ahead
p363_106,0.0,0.0,5.405405405405405,5.263157894736842,He had never run the distance before., he had never run the distance before
p363_107,0.0,0.0,14.285714285714285,13.333333333333334,I am the head., i am the head
p363_108,0.0,0.0,6.451612903225806,6.25,He is obviously very dangerous., he is obviously very dangerous
p363_109,0.0,0.0,8.333333333333332,8.0,It can be very worrying., it can be very worrying
p363_110,25.0,25.0,16.666666666666664,16.0,"It's harder, believe me.","its harder, believe me"
p363_111,0.0,0.0,4.0,3.8461538461538463,We are making no comment., We are making no comment
p363_112,0.0,0.0,10.0,9.523809523809524,I sit at home a lot., i sit at home a lot
p363_113,12.5,12.5,11.363636363636363,11.11111111111111,That was certainly the case for the parties., that is certainly the case for the parties
p363_114,0.0,0.0,5.263157894736842,5.128205128205128,I hope the couples are still together., i hope the couples are still together
p363_115,0.0,0.0,2.7777777777777777,2.7027027027027026,We have learned a tremendous amount., We have learned a tremendous amount
p363_116,0.0,0.0,8.695652173913043,8.333333333333332,But that is not enough., but that is not enough
p363_117,0.0,0.0,7.6923076923076925,7.4074074074074066,These people are helpless., these people are helpless
p363_118,0.0,0.0,12.5,11.76470588235294,I wish him well., i wish him well
p363_119,0.0,0.0,2.564102564102564,2.5,Only the details have to be sorted out., Only the details have to be sorted out
p363_120,0.0,0.0,4.651162790697675,4.545454545454546,It would be really interesting if they did., it would be really interesting if they did
p363_121,0.0,0.0,7.142857142857142,6.896551724137931,That takes a lot of courage., that takes a lot of courage
p363_122,16.666666666666664,16.666666666666664,17.391304347826086,16.0,"Sadly, it is not to be."," Sadly, and is not to be"
p363_123,0.0,0.0,3.571428571428571,3.4482758620689653,Motorists will welcome this., Motorists will welcome this
p363_124,0.0,0.0,15.0,14.285714285714285,I welcome this Bill., i welcome this bill
p363_125,0.0,0.0,9.090909090909092,8.695652173913043,This is not a problem., this is not a problem
p363_126,0.0,0.0,4.3478260869565215,4.166666666666666,he announced his plans., he announced his plans
p363_127,0.0,0.0,9.090909090909092,8.695652173913043,He is the man to beat., he is the man to beat
p363_128,0.0,0.0,3.7037037037037033,3.571428571428571,We are getting not a penny., We are getting not a penny
p363_129,0.0,0.0,9.523809523809524,8.333333333333332,Look at the turn-out., look at the turn-out
p363_130,0.0,0.0,2.4390243902439024,2.380952380952381,Which brings us to the question of money., Which brings us to the question of money
p363_131,0.0,0.0,11.11111111111111,10.526315789473683,It is very simple.,it is very simple
p363_132,16.666666666666664,16.666666666666664,12.82051282051282,12.5,There was something special about that., there is something special about that
p363_133,0.0,0.0,3.225806451612903,3.125,Many other areas are coming up., Many other areas are coming up
p363_134,0.0,0.0,3.4482758620689653,3.3333333333333335,"Sadly, it sounds as if it is."," Sadly, it sounds as if it is"
p363_135,0.0,0.0,5.555555555555555,5.405405405405405,There were no reports of casualties., there were no reports of casualties
p363_136,20.0,20.0,15.384615384615385,14.814814814814813,But it's a subtle process., but its a subtle process
p363_137,12.5,12.5,8.88888888888889,8.695652173913043,She didn't tell me anything the night before., she didnt tell me anything the night before
p363_138,12.5,12.5,11.904761904761903,11.627906976744185,I will be having talks with the workforce., i all be having talks with the workforce
p363_139,0.0,0.0,8.333333333333332,8.0,Changes need to be made., changes need to be made
p363_140,0.0,0.0,9.090909090909092,8.695652173913043,Things are going well., things are going well
p363_141,0.0,0.0,12.5,11.76470588235294,Hard it will be., hard it will be
p363_142,0.0,0.0,9.523809523809524,9.090909090909092,I was deeply worried., i was deeply worried
p363_143,0.0,0.0,4.0,3.8461538461538463,Maybe it will work there., Maybe it will work there
p363_144,0.0,0.0,0.0,0.0,How does it all work?, How does it all work?
p363_145,0.0,0.0,2.7777777777777777,2.7027027027027026,We could easily have lost that game., We could easily have lost that game
p363_146,14.285714285714285,14.285714285714285,13.793103448275861,13.333333333333334,There's a lot of it going on., theres a lot of it going on
p363_147,0.0,0.0,7.142857142857142,6.896551724137931,I doubt it would be genuine., i doubt it would be genuine
p363_148,40.0,33.33333333333333,46.15384615384615,36.36363636363637,It would be a masterclass., it would be a master class
p363_149,0.0,0.0,4.761904761904762,4.651162790697675,It would have been a very explosive issue., it would have been a very explosive issue
p363_150,12.5,12.5,10.256410256410255,10.0,I didn't really expect to be called up., i didnt really expect to be called up
p363_151,0.0,0.0,3.571428571428571,3.4482758620689653,They will not be going back., They will not be going back
p363_152,0.0,0.0,6.896551724137931,6.666666666666667,The progress has been steady., the progress has been steady
p363_153,0.0,0.0,11.76470588235294,11.11111111111111,It has no chance., it has no chance
p363_154,0.0,0.0,8.0,7.6923076923076925,His body was never found.,his body was never found
p363_155,0.0,0.0,4.3478260869565215,4.25531914893617,"If true, it will be the first sign of dissent."," if true, it will be the first sign of dissent"
p363_156,0.0,0.0,3.571428571428571,3.4482758620689653,We have been extremely busy., We have been extremely busy
p363_157,0.0,0.0,5.714285714285714,5.555555555555555,It appears to have been successful., it appears to have been successful
p363_158,0.0,0.0,7.142857142857142,6.896551724137931,This is a big game for them., this is a big game for them
p363_159,0.0,0.0,3.225806451612903,3.125,We still have to wait for that., We still have to wait for that
p363_160,0.0,0.0,6.0606060606060606,5.88235294117647,He said it was his greatest work., he said it was his greatest work
p363_161,0.0,0.0,8.0,7.6923076923076925,I feel a little betrayed., i feel a little betrayed
p363_162,0.0,0.0,6.896551724137931,6.666666666666667,The baby deserves the credit., the baby deserves the credit
p363_163,0.0,0.0,11.76470588235294,11.11111111111111,I live for today., i live for today
p363_164,0.0,0.0,8.333333333333332,8.0,I have been very stupid., i have been very stupid
p363_165,12.5,12.5,19.51219512195122,18.6046511627907,I always savour the company of The Voice., i always saviour the company of the voice
p363_166,0.0,0.0,4.0,3.8461538461538463,My father and mother are., My father and mother are
p363_167,0.0,0.0,8.333333333333332,8.0,But that was his nature., but that was his nature
p363_168,0.0,0.0,2.7027027027027026,2.631578947368421,We have been together for five years., We have been together for five years
p363_169,0.0,0.0,3.571428571428571,3.4482758620689653,They would never let him go., They would never let him go
p363_170,50.0,40.0,94.73684210526315,69.23076923076923,So what's in store?, so its in the store
p363_171,16.666666666666664,16.666666666666664,13.793103448275861,13.333333333333334,He didn't know where to look., he didnt know where to look
p363_172,0.0,0.0,9.67741935483871,9.375,The German had a point to make., the german had a point to make
p363_173,0.0,0.0,8.0,7.6923076923076925,There are two characters.,there are two characters
p363_174,0.0,0.0,6.0606060606060606,5.88235294117647,The only trouble is finding them., the only trouble is finding them
p363_175,20.0,20.0,17.857142857142858,17.24137931034483,Scotland won by six wickets., scotland one by six wickets
p363_176,0.0,0.0,6.666666666666667,6.451612903225806,Her body has never been found., her body has never been found
p363_177,0.0,0.0,6.451612903225806,6.25,It is all credit to them today., it is all credit to them today
p363_178,20.0,20.0,18.51851851851852,17.857142857142858,That was a huge experience., that is a huge experience
p363_179,16.666666666666664,16.666666666666664,17.857142857142858,17.24137931034483,Perhaps it was just as well., perhaps it is just as well
p363_180,0.0,0.0,0.0,0.0,Will he be here for the weekend?, Will he be here for the weekend?
p363_181,0.0,0.0,9.523809523809524,9.090909090909092,He can do everything., he can do everything
p363_182,0.0,0.0,3.7037037037037033,3.571428571428571,Now is the time for action., Now is the time for action
p363_183,0.0,0.0,7.4074074074074066,7.142857142857142,Public safety is paramount., public safety is paramount
p363_184,0.0,0.0,4.651162790697675,4.545454545454546,I feel really confident in that department., i feel really confident in that department
p363_185,0.0,0.0,4.166666666666666,4.0,They were not consulted., They were not consulted
p363_186,20.0,20.0,46.15384615384615,42.857142857142854,He had an apartment ready., he had an department ready
p363_187,0.0,0.0,4.761904761904762,4.651162790697675,The prime minister will make the decision., the prime minister will make the decision
p363_188,33.33333333333333,28.57142857142857,34.48275862068966,30.303030303030305,THERE's only one word for it.,there is only one word for it
p363_189,33.33333333333333,28.57142857142857,17.94871794871795,15.909090909090908,We're trying to get rounded performers., We are trying to get rounded performers
p363_190,14.285714285714285,14.285714285714285,13.88888888888889,13.513513513513514,It was far more important than that., it is far more important than that
p363_191,0.0,0.0,14.285714285714285,13.636363636363635,That is European law., that is european law
p363_192,28.57142857142857,25.0,28.57142857142857,25.0,Gary Parker is a favourite of mine., gary pak her is a favourite of mine
p363_193,0.0,0.0,2.7027027027027026,2.631578947368421,Their appeal will be heard this week., Their appeal will be heard this week
p363_194,0.0,0.0,4.444444444444445,4.3478260869565215,Their own instinctive response was confirmed., their own instinctive response was confirmed
p363_195,0.0,0.0,2.7027027027027026,2.631578947368421,Why is he not fighting for the Union?, Why is he not fighting for the union?
p363_196,0.0,0.0,6.25,6.0606060606060606,A decision is expected tomorrow., a decision is expected tomorrow
p363_197,28.57142857142857,28.57142857142857,25.925925925925924,24.137931034482758,I wanted to get on with it., i wanted a good on with it
p363_198,33.33333333333333,33.33333333333333,21.428571428571427,20.689655172413794,I don't think it's the area., i dont think its the area
p363_199,0.0,0.0,3.4482758620689653,3.3333333333333335,"Well, you might have a point."," Well, you might have a point"
p363_200,20.0,20.0,20.0,19.230769230769234,It was a horrible moment., it is a horrible moment
p363_201,28.57142857142857,28.57142857142857,31.57894736842105,30.76923076923077,It was quite distressing for the crew., it is quite distancing for the crew
p363_202,0.0,0.0,5.128205128205128,4.878048780487805,Tomorrow we begin again as New Yorkers.," Tomorrow, we begin again as New Yorkers"
p363_203,0.0,0.0,7.142857142857142,6.896551724137931,I really had to concentrate., i really had to concentrate
p363_204,20.0,20.0,11.11111111111111,10.714285714285714,We didn't want any trouble., We didnt want any trouble
p363_205,0.0,0.0,6.0606060606060606,5.88235294117647,"Frankly, they have to crack down."," frankly, they have to crack down"
p363_206,0.0,0.0,6.382978723404255,6.25,The training will take place in Downing Street., the training will take place in Downing street
p363_207,25.0,25.0,23.52941176470588,21.052631578947366,We have still got the fight in us., We have still got the fighting us
p363_208,0.0,0.0,5.555555555555555,5.405405405405405,That decision is now being appealed., that decision is now being appealed
p363_209,0.0,0.0,6.25,6.0606060606060606,This is really good news for us., this is really good news for us
p363_210,0.0,0.0,9.090909090909092,8.695652173913043,I wanted to have a go., i wanted to have a go
p363_211,40.0,33.33333333333333,39.285714285714285,32.35294117647059,A senior party insider said., a senior party inside or said
p363_212,20.0,20.0,15.0,13.636363636363635,We got on very well., We good on very well
p363_213,0.0,0.0,6.25,6.0606060606060606,I think it must be the uniforms., i think it must be the uniforms
p363_214,0.0,0.0,5.714285714285714,5.555555555555555,This is not a monument to the past., this is not a monument to the past
p363_215,0.0,0.0,3.7037037037037033,3.571428571428571,We can all understand that., We can all understand that
p363_216,0.0,0.0,3.225806451612903,3.125,You are going to have to do it., You are going to have to do it
p363_217,0.0,0.0,6.666666666666667,6.451612903225806,I was amazed at her knowledge., i was amazed at her knowledge
p363_218,0.0,0.0,0.0,0.0,Where is the evidence?, Where is the evidence?
p363_219,16.666666666666664,16.666666666666664,14.285714285714285,13.88888888888889,It was important in training terms., it is important in training terms
p363_220,16.666666666666664,16.666666666666664,25.0,23.076923076923077,Ours is on for two days., Hours is on for two days
p363_221,16.666666666666664,16.666666666666664,11.538461538461538,11.11111111111111,We don't want that at all., We dont want that at all
p363_222,0.0,0.0,5.555555555555555,5.405405405405405,Her appeal is to be heard this week., her appeal is to be heard this week
p363_223,0.0,0.0,4.878048780487805,4.761904761904762,The group will report back in the summer., the group will report back in the summer
p363_224,0.0,0.0,5.88235294117647,5.714285714285714,Among them is his beloved teacher., among them is his beloved teacher
p363_225,14.285714285714285,14.285714285714285,8.823529411764707,8.571428571428571,We don't come here for our health., We dont come here for our health
p363_226,0.0,0.0,8.0,7.6923076923076925,That in itself is a joke., that in itself is a joke
p363_227,0.0,0.0,2.941176470588235,2.857142857142857,They know nothing about the sport., They know nothing about the sport
p363_228,12.5,12.5,15.151515151515152,14.285714285714285,But we shall have to talk to him., but we should have to talk to him
p363_229,25.0,25.0,27.77777777777778,26.31578947368421,"Well, we know now."," Well, we no now"
p363_230,0.0,0.0,7.6923076923076925,7.4074074074074066,He was only doing his job., he was only doing his job
p363_231,0.0,0.0,4.545454545454546,4.3478260869565215,They chose the latter., They chose the latter
p363_232,0.0,0.0,5.714285714285714,5.555555555555555,The legal process could last weeks., the legal process could last weeks
p363_233,0.0,0.0,7.142857142857142,6.896551724137931,All were later allowed home., all were later allowed home
p363_234,0.0,0.0,8.333333333333332,8.0,I can do this on my own., i can do this on my own
p363_235,16.666666666666664,16.666666666666664,11.538461538461538,11.11111111111111,Will you just put it away?, Will he just put it away?
p363_236,12.5,12.5,10.0,9.75609756097561,I think it's more important to have fun., i think its more important to have fun
p363_237,0.0,0.0,4.166666666666666,4.0,By then it was too late., By then it was too late
p363_238,62.5,62.5,31.428571428571427,29.72972972972973,I am very sorry to hear about this., am very sort of here about this
p363_239,16.666666666666664,16.666666666666664,13.793103448275861,13.333333333333334,I'm so looking forward to it.,im so looking forward to it
p363_240,0.0,0.0,8.695652173913043,8.333333333333332,I think we can do well., i think we can do well
p363_241,0.0,0.0,7.6923076923076925,7.4074074074074066,That ignorance is crucial., that ignorance is crucial
p363_242,20.0,20.0,15.625,15.151515151515152,It was an excellent performance., it is an excellent performance
p363_243,12.5,12.5,12.5,12.195121951219512,It is also claimed that he was murdered., it is also claimed that he is murdered
p363_244,16.666666666666664,16.666666666666664,17.857142857142858,16.129032258064516,"Clearly, there was a mix-up.", Clearly there is a mix-up
p363_245,0.0,0.0,7.4074074074074066,7.142857142857142,I have not had much of him., i have not had much of him
p363_246,25.0,25.0,47.61904761904761,45.45454545454545,"Sub Not Used, MacKay.","sub not used, mckay"
p363_247,0.0,0.0,2.857142857142857,2.7777777777777777,We are taking no chances this time., We are taking no chances this time
p363_248,0.0,0.0,9.090909090909092,8.695652173913043,He is to be commended., he is to be commended
p363_249,0.0,0.0,8.333333333333332,8.0,I can hardly believe it., i can hardly believe it
p363_250,0.0,0.0,10.0,9.523809523809524,The goals will come., the goals will come
p363_251,20.0,20.0,15.384615384615385,14.814814814814813,I don't feel like working., i dont feel like working
p363_252,0.0,0.0,8.0,7.6923076923076925,Then one day it happened., then one day it happened
p363_253,0.0,0.0,11.76470588235294,11.11111111111111,I sit in the car., i sit in the car
p363_254,0.0,0.0,37.5,30.0,We stopped at half-time., We stopped at half time
p363_255,0.0,0.0,5.0,4.878048780487805,I was brought up in a mining background., i was brought up in a mining background
p363_256,0.0,0.0,6.896551724137931,6.666666666666667,All winners should be tested., all winners should be tested
p363_257,0.0,0.0,2.857142857142857,2.7777777777777777,We would like to see them in court., We would like to see them in court
p363_258,0.0,0.0,5.555555555555555,5.405405405405405,I thought his speech was a disgrace., i thought his speech was a disgrace
p363_259,0.0,0.0,8.695652173913043,8.333333333333332,It is not a soap opera., it is not a soap opera
p363_260,22.22222222222222,22.22222222222222,17.94871794871795,17.5,"Whatever we do, we know we can do well."," Whenever we do, we no we can do well"
p363_261,14.285714285714285,14.285714285714285,15.625,14.285714285714285,They may not always be so lucky., They might not always be so lucky
p363_262,14.285714285714285,14.285714285714285,9.375,9.090909090909092,Where was the point in all this?, Where is the point in all this?
p363_263,0.0,0.0,5.263157894736842,5.128205128205128,He was travelling to see his daughter., he was travelling to see his daughter
p363_264,14.285714285714285,14.285714285714285,11.76470588235294,11.428571428571429,It's an hour of the same response.,its an hour of the same response
p363_265,0.0,0.0,5.714285714285714,5.555555555555555,This is the root of their problems., this is the root of their problems
p363_266,0.0,0.0,3.4482758620689653,3.3333333333333335,Two other men have recovered., Two other men have recovered
p363_267,0.0,0.0,6.666666666666667,6.451612903225806,It will be a challenging film., it will be a challenging film
p363_268,28.57142857142857,25.0,51.28205128205128,42.5531914893617,The test case is still awaiting action., the test case is still a waiting action
p363_269,0.0,0.0,7.4074074074074066,7.142857142857142,She is under police escort., she is under police escort
